title,genres,rating,coverImg,bookLink
Hell's Angels,"['Nonfiction', 'History']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166334569i/10882.jpg,https://www.goodreads.com/book/show/10882.Hell_s_Angels
Women Who Run With the Wolves,"['Nonfiction', 'Feminism']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1662139742i/241823.jpg,https://www.goodreads.com/book/show/241823.Women_Who_Run_With_the_Wolves
Grey,"['Romance', 'Erotica']",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433182986i/25644601.jpg,https://www.goodreads.com/book/show/25644601-grey
The Return of the King,"['Fantasy', 'Fiction']",4.57,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654216226i/61215384.jpg,https://www.goodreads.com/book/show/61215384-the-return-of-the-king
أولاد حارتنا,"['Fiction', 'Novels']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1213947027i/2364284.jpg,https://www.goodreads.com/book/show/2364284._
Altered Carbon,"['Science Fiction', 'Fiction']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531415180i/40792913.jpg,https://www.goodreads.com/book/show/40792913-altered-carbon
Truth,"['Dark', 'Romance']",4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398768721i/16070018.jpg,https://www.goodreads.com/book/show/16070018-truth
The Yiddish Policemen's Union,"['Fiction', 'Mystery']",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528196883i/16703.jpg,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union
My Soul to Take,"['Young Adult', 'Paranormal']",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1454287869i/6315602.jpg,https://www.goodreads.com/book/show/6315602-my-soul-to-take
Annabel Horton: Lost Witch of Salem,"['Witches', 'Historical Fiction']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1367971823i/17899134.jpg,https://www.goodreads.com/book/show/17899134-annabel-horton
The Dark Is Rising Sequence,"['Fantasy', 'Young Adult']",4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386921699i/11306.jpg,https://www.goodreads.com/book/show/11306.The_Dark_Is_Rising_Sequence
L'Assommoir,"['Fiction', 'France']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309282204i/92967.jpg,https://www.goodreads.com/book/show/92967.L_Assommoir
Lies,"['Young Adult', 'Dystopia']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1257814886i/6686092.jpg,https://www.goodreads.com/book/show/6686092-lies
Embrace,"['Young Adult', 'Angels']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1284130161i/8635145.jpg,https://www.goodreads.com/book/show/8635145-embrace
Coming Storm,"['Fiction', 'Young Adult']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1496079882i/35262703.jpg,https://www.goodreads.com/book/show/35262703-coming-storm
Rooftops of Tehran,"['Historical Fiction', 'Fiction']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348590451i/6001011.jpg,https://www.goodreads.com/book/show/6001011-rooftops-of-tehran
The Arbitrator,"['Science Fiction', 'Fiction']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467033320i/30760409.jpg,https://www.goodreads.com/book/show/30760409-the-arbitrator
Phantoms,"['Horror', 'Fiction']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925458i/32435.jpg,https://www.goodreads.com/book/show/32435.Phantoms
The Kiss Quotient,"['Romance', 'Contemporary']",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688188444i/36199084.jpg,https://www.goodreads.com/book/show/36199084-the-kiss-quotient
Reversione: Reset the Future,"['Young Adult', 'Adventure']",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1490884703i/34553023.jpg,https://www.goodreads.com/book/show/34553023-reversione
Last Chance to See,"['Nonfiction', 'Science']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867839i/8696.jpg,https://www.goodreads.com/book/show/8696.Last_Chance_to_See
Titus Groan,"['Fantasy', 'Fiction']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327871204i/39063.jpg,https://www.goodreads.com/book/show/39063.Titus_Groan
Crazy Rich Asians,"['Fiction', 'Romance']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1364852559i/16085481.jpg,https://www.goodreads.com/book/show/16085481-crazy-rich-asians
After Dunkirk,"['Historical Fiction', 'Fiction']",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1599538257i/55270518.jpg,https://www.goodreads.com/book/show/55270518-after-dunkirk
Prince of Thorns,"['Fantasy', 'Fiction']",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327917754i/9579634.jpg,https://www.goodreads.com/book/show/9579634-prince-of-thorns
The Garden of Eden,"['Classics', 'Fiction']",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405529251i/10775.jpg,https://www.goodreads.com/book/show/10775.The_Garden_of_Eden
Wool,"['Science Fiction', 'Fiction']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327889474i/12287209.jpg,https://www.goodreads.com/book/show/12287209-wool
God Emperor of Dune,"['Science Fiction', 'Fiction']",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1564025916i/44439415.jpg,https://www.goodreads.com/book/show/44439415-god-emperor-of-dune
The Slow Regard of Silent Things,"['Fantasy', 'Fiction']",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398466695i/21535271.jpg,https://www.goodreads.com/book/show/21535271-the-slow-regard-of-silent-things
Eighth Grade Bites,"['Young Adult', 'Vampires']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433470335i/530848.jpg,https://www.goodreads.com/book/show/530848.Eighth_Grade_Bites
Le Morte d'Arthur,"['Classics', 'Fantasy']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309288301i/672875.jpg,https://www.goodreads.com/book/show/672875.Le_Morte_d_Arthur
Fool Moon,"['Fantasy', 'Urban Fantasy']",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661018595i/91477.jpg,https://www.goodreads.com/book/show/91477.Fool_Moon
Surrounded by Idiots,"['Nonfiction', 'Psychology']",3.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1583763517i/39101777.jpg,https://www.goodreads.com/book/show/39101777-surrounded-by-idiots
Partials,"['Young Adult', 'Dystopia']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337468746i/12476820.jpg,https://www.goodreads.com/book/show/12476820-partials
Falling Kingdoms,"['Fantasy', 'Young Adult']",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337026387i/12954620.jpg,https://www.goodreads.com/book/show/12954620-falling-kingdoms
Blankets,"['Graphic Novels', 'Comics']",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460925949i/25179.jpg,https://www.goodreads.com/book/show/25179.Blankets
Feet of Clay,"['Fantasy', 'Fiction']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320490628i/34527.jpg,https://www.goodreads.com/book/show/34527.Feet_of_Clay
The Orphan Master's Son,"['Fiction', 'Historical Fiction']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327878601i/11529868.jpg,https://www.goodreads.com/book/show/11529868-the-orphan-master-s-son
The Zodiac Legacy: Convergence,"['Fantasy', 'Young Adult']",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406907295i/22215757.jpg,https://www.goodreads.com/book/show/22215757-the-zodiac-legacy
Burr,"['Historical Fiction', 'Fiction']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403176864i/8722.jpg,https://www.goodreads.com/book/show/8722.Burr
Wolf Hustle: A Black Woman on Wall Street,"['Memoir', 'Nonfiction']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655752181i/59808478.jpg,https://www.goodreads.com/book/show/59808478-wolf-hustle
Murder at the Vicarage,"['Mystery', 'Fiction']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388386575i/16331.jpg,https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage
Love & Gelato,"['Romance', 'Young Adult']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1708109640i/25756328.jpg,https://www.goodreads.com/book/show/25756328-love-gelato
Blue Like Jazz,"['Nonfiction', 'Christian']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531261584i/7214.jpg,https://www.goodreads.com/book/show/7214.Blue_Like_Jazz
Independent People,"['Fiction', 'Classics']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1282892439i/77287.jpg,https://www.goodreads.com/book/show/77287.Independent_People
Enclave,"['Young Adult', 'Dystopia']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327877657i/7137327.jpg,https://www.goodreads.com/book/show/7137327-enclave
Anxious People,"['Fiction', 'Contemporary']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1597575031i/49127718.jpg,https://www.goodreads.com/book/show/49127718-anxious-people
Mission: Subhero,"['Fiction', 'Young Adult']",4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498323354i/35508805.jpg,https://www.goodreads.com/book/show/35508805-mission
Gorky Park,"['Mystery', 'Fiction']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390189430i/762806.jpg,https://www.goodreads.com/book/show/762806.Gorky_Park
Dash & Lily's Book of Dares,"['Young Adult', 'Romance']",3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327874609i/7741325.jpg,https://www.goodreads.com/book/show/7741325-dash-lily-s-book-of-dares
The Omen,"['Horror', 'Fiction']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421963974i/226162.jpg,https://www.goodreads.com/book/show/226162.The_Omen
Lover Reborn,"['Paranormal', 'Paranormal Romance']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319144072i/10993282.jpg,https://www.goodreads.com/book/show/10993282-lover-reborn
If You Could See Me Now,"['Chick Lit', 'Romance']",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1412709926i/158119.jpg,https://www.goodreads.com/book/show/158119.If_You_Could_See_Me_Now
Special Topics in Calamity Physics,"['Fiction', 'Mystery']",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442699779i/3483.jpg,https://www.goodreads.com/book/show/3483.Special_Topics_in_Calamity_Physics
Cloudstreet,"['Fiction', 'Australia']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441969972i/343881.jpg,https://www.goodreads.com/book/show/343881.Cloudstreet
Iron Widow,"['Fantasy', 'Science Fiction']",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1710540125i/52459864.jpg,https://www.goodreads.com/book/show/52459864-iron-widow
SMILES FOR THE HOLIDAYS: Silly Seasonal Short Stories,[],4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1698296243i/200724335.jpg,https://www.goodreads.com/book/show/200724335-smiles-for-the-holidays
Intercepts,"['Horror', 'Thriller']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1558137793i/45868683.jpg,https://www.goodreads.com/book/show/45868683-intercepts
We Are Okay,"['Young Adult', 'Contemporary']",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1471899036i/28243032.jpg,https://www.goodreads.com/book/show/28243032-we-are-okay
On Chesil Beach,"['Fiction', 'Historical Fiction']",3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436962381i/815309.jpg,https://www.goodreads.com/book/show/815309.On_Chesil_Beach
Slouching Towards Bethlehem,"['Nonfiction', 'Essays']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1611927558i/424.jpg,https://www.goodreads.com/book/show/424.Slouching_Towards_Bethlehem
Can't Hurt Me: Master Your Mind and Defy the Odds,"['Self Help', 'Nonfiction']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1536184191i/41721428.jpg,https://www.goodreads.com/book/show/41721428-can-t-hurt-me
The Song of Achilles,"['Fantasy', 'Historical Fiction']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1620869288i/58028296.jpg,https://www.goodreads.com/book/show/58028296-the-song-of-achilles
The Little Sister,"['Mystery', 'Fiction']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393854268i/852401.jpg,https://www.goodreads.com/book/show/852401.The_Little_Sister
The Nanny Diaries,"['Fiction', 'Chick Lit']",3.46,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390018191i/228333.jpg,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries
In and Out of Step,['Fiction'],4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327140255i/9634643.jpg,https://www.goodreads.com/book/show/9634643-in-and-out-of-step
The Lions of Al-Rassan,"['Fantasy', 'Historical Fiction']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659900897i/104101.jpg,https://www.goodreads.com/book/show/104101.The_Lions_of_Al_Rassan
Archangel's Kiss,"['Paranormal', 'Urban Fantasy']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347971407i/6582637.jpg,https://www.goodreads.com/book/show/6582637-archangel-s-kiss
Sula,"['Fiction', 'Classics']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441578153i/11346.jpg,https://www.goodreads.com/book/show/11346.Sula
Torment,"['Vampires', 'Horror']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371443381i/11733898.jpg,https://www.goodreads.com/book/show/11733898-torment
Memories Of My Future,"['Historical Fiction', 'Fiction']",4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470808418i/31408159.jpg,https://www.goodreads.com/book/show/31408159-memories-of-my-future
The Maze of Bones,"['Mystery', 'Adventure']",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385117877i/2921082.jpg,https://www.goodreads.com/book/show/2921082-the-maze-of-bones
Five Survive,"['Mystery', 'Thriller']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1664370443i/61313902.jpg,https://www.goodreads.com/book/show/61313902-five-survive
Millennium Approaches,"['Plays', 'Drama']",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354209439i/92250.jpg,https://www.goodreads.com/book/show/92250.Millennium_Approaches
Revelations,"['Vampires', 'Young Adult']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1367714489i/11733930.jpg,https://www.goodreads.com/book/show/11733930-revelations
Homeland,"['Fantasy', 'Forgotten Realms']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631983063i/50027.jpg,https://www.goodreads.com/book/show/50027.Homeland
The Cay,"['Fiction', 'Historical Fiction']",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388197101i/18553.jpg,https://www.goodreads.com/book/show/18553.The_Cay
The Monk,"['Classics', 'Gothic']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1365712491i/93157.jpg,https://www.goodreads.com/book/show/93157.The_Monk
Exquisite Corpse,"['Horror', 'Fiction']",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1698772690i/15320.jpg,https://www.goodreads.com/book/show/15320.Exquisite_Corpse
The Memoirs of Sherlock Holmes,"['Classics', 'Mystery']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529973409i/194373.jpg,https://www.goodreads.com/book/show/194373.The_Memoirs_of_Sherlock_Holmes
A Little Life,"['Fiction', 'Contemporary']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453060759i/25852828.jpg,https://www.goodreads.com/book/show/25852828-a-little-life
Labyrinth,"['Historical Fiction', 'Fiction']",3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546515370i/14975.jpg,https://www.goodreads.com/book/show/14975.Labyrinth
Against Nature,"['Fiction', 'Classics']",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673368811i/210255.jpg,https://www.goodreads.com/book/show/210255.Against_Nature
The Feminine Mystique,"['Feminism', 'Nonfiction']",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1377019820i/17573685.jpg,https://www.goodreads.com/book/show/17573685-the-feminine-mystique
Have a Little Faith: a True Story,"['Nonfiction', 'Inspirational']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348911800i/1255781.jpg,https://www.goodreads.com/book/show/1255781.Have_a_Little_Faith
The 4-Hour Workweek,"['Business', 'Nonfiction']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442957271i/368593.jpg,https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek
The Trial and Death of Socrates,"['Philosophy', 'Classics']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388197286i/22632.jpg,https://www.goodreads.com/book/show/22632.The_Trial_and_Death_of_Socrates
The Viscount Who Loved Me,"['Historical Romance', 'Historical Fiction']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1379594308i/861326.jpg,https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me
The End of Everything,"['Fiction', 'Mystery']",3.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344270387i/9596460.jpg,https://www.goodreads.com/book/show/9596460-the-end-of-everything
The Grace Year,"['Young Adult', 'Dystopia']",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548518877i/43263520.jpg,https://www.goodreads.com/book/show/43263520-the-grace-year
If We Were Villains,"['Mystery', 'Fiction']",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1599222661i/34369803.jpg,https://www.goodreads.com/book/show/34369803-if-we-were-villains
Dream Story,"['Fiction', 'Classics']",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1624535742i/157409.jpg,https://www.goodreads.com/book/show/157409.Dream_Story
Miss Lonelyhearts / The Day of the Locust,"['Fiction', 'Classics']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387668194i/294459.jpg,https://www.goodreads.com/book/show/294459.Miss_Lonelyhearts_The_Day_of_the_Locust
The Strain,"['Horror', 'Fiction']",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1326225354i/6065215.jpg,https://www.goodreads.com/book/show/6065215-the-strain
Filth,"['Fiction', 'Crime']",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452500604i/23966.jpg,https://www.goodreads.com/book/show/23966.Filth
Lies My Teacher Told Me,"['History', 'Nonfiction']",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255592395i/296662.jpg,https://www.goodreads.com/book/show/296662.Lies_My_Teacher_Told_Me
Flowers for Algernon,"['Fiction', 'Classics']",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689071681i/18373.jpg,https://www.goodreads.com/book/show/18373.Flowers_for_Algernon
Found,"['Science Fiction', 'Young Adult']",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437191875i/1675216.jpg,https://www.goodreads.com/book/show/1675216.Found
Heart Bones,"['Romance', 'Contemporary']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580936060i/51007311.jpg,https://www.goodreads.com/book/show/51007311-heart-bones
The Last Lumenian,"['Fantasy', 'Science Fiction']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593477799i/54329757.jpg,https://www.goodreads.com/book/show/54329757-the-last-lumenian
Deliverance,"['Fiction', 'Classics']",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1624579180i/592657.jpg,https://www.goodreads.com/book/show/592657.Deliverance
Changes,"['Fantasy', 'Urban Fantasy']",4.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304027244i/6585201.jpg,https://www.goodreads.com/book/show/6585201-changes
Sweet Peril,"['Fantasy', 'Young Adult']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351223157i/15768191.jpg,https://www.goodreads.com/book/show/15768191-sweet-peril
The Raw Shark Texts,"['Fiction', 'Fantasy']",3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405099268i/144800.jpg,https://www.goodreads.com/book/show/144800.The_Raw_Shark_Texts
The Raven King,"['LGBT', 'Contemporary']",4.37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1373489255i/18187013.jpg,https://www.goodreads.com/book/show/18187013-the-raven-king
Ace of Spades,"['Young Adult', 'Mystery']",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1607008002i/42603984.jpg,https://www.goodreads.com/book/show/42603984-ace-of-spades
The Warrior's Apprentice,"['Science Fiction', 'Space Opera']",4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1170597854i/61906.jpg,https://www.goodreads.com/book/show/61906.The_Warrior_s_Apprentice
The Goddess Test,"['Fantasy', 'Young Adult']",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387217173i/9681214.jpg,https://www.goodreads.com/book/show/9681214-the-goddess-test
Good Strategy Bad Strategy: The Difference and Why It Matters,"['Business', 'Nonfiction']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1360570381i/11721966.jpg,https://www.goodreads.com/book/show/11721966-good-strategy-bad-strategy
Clockwork Angel; Clockwork Prince; Clockwork Princess,"['Fantasy', 'Young Adult']",4.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358832206i/15803693.jpg,https://www.goodreads.com/book/show/15803693-clockwork-angel-clockwork-prince-clockwork-princess
The Chrysalids,"['Science Fiction', 'Fiction']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1271095852i/826845.jpg,https://www.goodreads.com/book/show/826845.The_Chrysalids
Silver Shadows,"['Young Adult', 'Fantasy']",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389304070i/8709524.jpg,https://www.goodreads.com/book/show/8709524-silver-shadows
Shades of Grey,"['Fantasy', 'Fiction']",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327563734i/2113260.jpg,https://www.goodreads.com/book/show/2113260.Shades_of_Grey
Jamaica Inn,"['Classics', 'Fiction']",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386605082i/18869967.jpg,https://www.goodreads.com/book/show/18869967-jamaica-inn
The Clown,"['Fiction', 'German Literature']",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1449680007i/69091.jpg,https://www.goodreads.com/book/show/69091.The_Clown
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"['Classics', 'Horror']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1611125128i/51497.jpg,https://www.goodreads.com/book/show/51497.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde_and_Other_Tales_of_Terror
"Becoming the One","['Self Help', 'Nonfiction']",4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638162742i/57941553.jpg,https://www.goodreads.com/book/show/57941553-becoming-the-one
UnWholly,"['Young Adult', 'Dystopia']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337871062i/13545075.jpg,https://www.goodreads.com/book/show/13545075-unwholly
Death with Interruptions,"['Fiction', 'Fantasy']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327937800i/3018539.jpg,https://www.goodreads.com/book/show/3018539-death-with-interruptions
Infinity,"['Young Adult', 'Fantasy']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442250235i/6696602.jpg,https://www.goodreads.com/book/show/6696602-infinity
The Moment of Lift: How Empowering Women Changes the World,"['Nonfiction', 'Feminism']",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1540299907i/40776644.jpg,https://www.goodreads.com/book/show/40776644-the-moment-of-lift
Snow,"['Fiction', 'Literature']",3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357684424i/11691.jpg,https://www.goodreads.com/book/show/11691.Snow
The Sorrow of War,"['Fiction', 'War']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546101718i/780889.jpg,https://www.goodreads.com/book/show/780889.The_Sorrow_of_War
Hunger,"['Young Adult', 'Dystopia']",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388710386i/5047880.jpg,https://www.goodreads.com/book/show/5047880-hunger
The Duke and I,"['Historical Romance', 'Historical Fiction']",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1379594717i/110391.jpg,https://www.goodreads.com/book/show/110391.The_Duke_and_I
Tears of Tess,"['Dark', 'Romance']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372821993i/18134894.jpg,https://www.goodreads.com/book/show/18134894-tears-of-tess
The Way I Used to Be,"['Young Adult', 'Contemporary']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433883455i/23546634.jpg,https://www.goodreads.com/book/show/23546634-the-way-i-used-to-be
13 Little Blue Envelopes,"['Young Adult', 'Contemporary']",3.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375030179i/17020.jpg,https://www.goodreads.com/book/show/17020.13_Little_Blue_Envelopes
